"순번","접종일","접종대상자","당일 1차접종자 수","1차접종 누계","1차접종률(%)","당일 2차접종자 수","2차접종 누계","2차접종률(%)","당일 3차접종자 수","3차접종 누계","3차접종률(%)","당일 4차접종자 수","4차접종 누계","4차접종률(%)","당일 동절기접종자 수","동절기접종 누계","동절기접종률(%)"
"477","2022.09.05","9401888","50","8340319","88.7","39","8261154","87.9","495","6054723","64.4","2545","1213257","12.9","","",""
"476","2022.09.04","9401888","97","8340193","88.7","101","8261037","87.9","989","6054158","64.4","8492","1210639","12.9","","",""
"475","2022.09.01","9401888","55","8340208","88.7","64","8261030","87.9","486","6053169","64.4","3323","1202147","12.8","","",""
"474","2022.08.31","9401888","50","8340199","88.7","60","8261005","87.9","473","6052690","64.4","3833","1198795","12.8","","",""
"473","2022.08.30","9401888","44","8340240","88.7","48","8261028","87.9","437","6052290","64.4","4200","1194963","12.7","","",""
"472","2022.08.29","9401888","73","8340286","88.7","84","8261062","87.9","650","6051921","64.4","5091","1190711","12.7","","",""
"471","2022.08.28","9401888","127","8340107","88.7","117","8260876","87.9","1170","6051174","64.4","14755","1185563","12.6","","",""
"470","2022.08.25","9401888","57","8340121","88.7","71","8260923","87.9","587","6050004","64.3","5439","1170808","12.5","","",""
"469","2022.08.24","9401888","72","8340082","88.7","68","8260864","87.9","506","6049408","64.3","5590","1165344","12.4","","",""
"468","2022.08.23","9401888","75","8340040","88.7","60","8260830","87.9","556","6048896","64.3","6792","1159699","12.3","","",""
"467","2022.08.22","9401888","115","8340024","88.7","96","8260827","87.9","669","6048360","64.3","7898","1152870","12.3","","",""
"466","2022.08.21","9401888","188","8339837","88.7","132","8260661","87.9","1535","6047625","64.3","24571","1144936","12.2","","",""
"465","2022.08.18","9401888","89","8339819","88.7","82","8260737","87.9","690","6046090","64.3","9288","1120365","11.9","","",""
"464","2022.08.16","9401888","105","8339782","88.7","98","8260695","87.9","619","6044835","64.3","8389","1101507","11.7","","",""
"463","2022.08.15","9401888","128","8339540","88.7","140","8260467","87.9","998","6044106","64.3","17437","1092885","11.6","","",""
"462","2022.08.11","9401888","77","8339568","88.7","84","8260501","87.9","768","6042503","64.3","9890","1065091","11.3","","",""
"461","2022.08.10","9401888","93","8339538","88.7","103","8260457","87.9","729","6041757","64.3","10510","1055162","11.2","","",""
"460","2022.08.09","9401888","81","8339517","88.7","88","8260428","87.9","678","6041064","64.3","12083","1044488","11.1","","",""
"459","2022.08.08","9401888","93","8339526","88.7","94","8260431","87.9","806","6040457","64.2","14013","1032276","11.0","","",""
"458","2022.08.07","9401888","19","8339331","88.7","0","8260230","87.9","1787","6039576","64.2","40246","1018109","10.8","","",""
"457","2022.08.04","9401888","93","8339312","88.7","88","8260265","87.9","821","6037789","64.2","14015","977863","10.4","","",""
"456","2022.08.02","9401888","76","8339311","88.7","55","8260293","87.9","770","6036392","64.2","16960","948331","10.1","","",""
"455","2022.08.01","9401888","103","8339305","88.7","123","8260298","87.9","881","6035683","64.2","18707","931114","9.9","","",""
"454","2022.07.31","9401888","104","8339047","88.7","156","8260018","87.9","1599","6034660","64.2","24394","912266","9.7","","",""
"453","2022.07.28","9401888","101","8338943","88.7","103","8259862","87.9","741","6033061","64.2","8544","887872","9.4","","",""
"452","2022.07.27","9401888","79","8338897","88.7","75","8259805","87.9","715","6032357","64.2","9730","879158","9.4","","",""
"451","2022.07.26","9401888","86","8338877","88.7","78","8259788","87.9","815","6031672","64.2","11425","869344","9.2","","",""
"450","2022.07.25","9401888","130","8338815","88.7","104","8259734","87.9","1106","6030846","64.1","13525","857629","9.1","","",""
"449","2022.07.24","9401888","208","8338554","88.7","156","8259495","87.8","2595","6029646","64.1","39193","843998","9.0","","",""
"448","2022.07.21","9401888","114","8338346","88.7","102","8259339","87.8","1053","6027051","64.1","13875","804805","8.6","","",""
"447","2022.07.20","9401888","114","8338216","88.7","93","8259214","87.8","913","6025966","64.1","12639","790743","8.4","","",""
"446","2022.07.17","9401888","111","8337765","88.7","226","8258772","87.8","1643","6023021","64.1","12933","753906","8.0","","",""
"445","2022.07.14","9401888","72","8337654","88.7","93","8258546","87.8","693","6021378","64.0","4063","740973","7.9","","",""
"444","2022.07.13","9401888","65","8337520","88.7","81","8258393","87.8","535","6020628","64.0","3010","736892","7.8","","",""
"443","2022.07.12","9401888","72","8337435","88.7","77","8258295","87.8","485","6020066","64.0","2958","733832","7.8","","",""
"442","2022.07.11","9401888","100","8337334","88.7","122","8258192","87.8","652","6019526","64.0","2572","730838","7.8","","",""
"441","2022.07.10","9401888","200","8337093","88.7","417","8257924","87.8","1268","6018768","64.0","6066","728198","7.7","","",""
"440","2022.07.07","9401888","54","8336893","88.7","96","8257507","87.8","399","6017500","64.0","1745","722132","7.7","","",""
"439","2022.07.06","9401888","51","8336866","88.7","104","8257428","87.8","429","6017103","64.0","1711","720383","7.7","","",""
"438","2022.07.05","9401888","47","8336835","88.7","108","8257343","87.8","332","6016674","64.0","1453","718636","7.6","","",""
"437","2022.07.04","9401888","58","8336781","88.7","115","8257223","87.8","455","6016335","64.0","1251","717163","7.6","","",""
"436","2022.07.03","9401888","20","8336619","88.7","288","8257000","87.8","758","6015770","64.0","3125","715890","7.6","","",""
"435","2022.06.30","9401888","58","8336599","88.7","76","8256712","87.8","370","6015012","64.0","1239","712765","7.6","","",""
"434","2022.06.29","9401888","63","8336537","88.7","104","8256635","87.8","321","6014618","64.0","1181","711536","7.6","","",""
"433","2022.06.28","9401888","31","8336431","88.7","100","8256487","87.8","350","6014242","64.0","1274","710326","7.6","","",""
"432","2022.06.27","9401888","63","8336511","88.7","113","8256482","87.8","501","6013962","64.0","1373","709063","7.5","","",""
"431","2022.06.26","9401888","0","8336292","88.7","0","8256213","87.8","5","6013317","64.0","8","707636","7.5","","",""
"430","2022.06.23","9401888","57","8336198","88.7","102","8255634","87.8","385","6012463","63.9","1184","704005","7.5","","",""
"429","2022.06.22","9401888","65","8336125","88.7","92","8255521","87.8","368","6012058","63.9","1229","702732","7.5","","",""
"428","2022.06.21","9401888","54","8336080","88.7","110","8255449","87.8","366","6011692","63.9","1251","701481","7.5","","",""
"427","2022.06.20","9401888","57","8336021","88.7","156","8255321","87.8","466","6011282","63.9","1330","700209","7.4","","",""
"426","2022.06.19","9401888","0","8335816","88.7","3","8255018","87.8","7","6010679","63.9","11","698860","7.4","","",""
"425","2022.06.18","9401888","45","8335866","88.7","218","8255063","87.8","266","6010707","63.9","723","698847","7.4","","",""
"424","2022.06.17","9401888","92","8335881","88.7","433","8254841","87.8","711","6010431","63.9","2812","697977","7.4","","",""
"423","2022.06.16","9401888","67","8335757","88.7","160","8254373","87.8","457","6009662","63.9","1333","695141","7.4","","",""
"422","2022.06.15","9401888","61","8335659","88.7","131","8254182","87.8","487","6009176","63.9","1800","693770","7.4","","",""
"421","2022.06.14","9401888","69","8335613","88.7","115","8254071","87.8","408","6008662","63.9","1747","691949","7.4","","",""
"420","2022.06.13","9401888","73","8335637","88.7","163","8254039","87.8","595","6008333","63.9","1932","690210","7.3","","",""
"419","2022.06.12","9401888","0","8335411","88.7","1","8253719","87.8","6","6007621","63.9","18","688232","7.3","","",""
"418","2022.06.11","9401888","74","8335455","88.7","305","8253761","87.8","343","6007649","63.9","1140","688218","7.3","","",""
"417","2022.06.10","9401888","145","8335477","88.7","735","8253506","87.8","920","6007373","63.9","4532","687042","7.3","","",""
"416","2022.06.09","9401888","67","8335300","88.7","194","8252594","87.8","567","6005922","63.9","2878","680311","7.2","","",""
"415","2022.06.08","9401888","67","8335300","88.7","194","8252594","87.8","567","6005922","63.9","2878","680311","7.2","","",""
"414","2022.06.07","9401888","78","8335185","88.7","166","8252348","87.8","609","6005286","63.9","2428","677405","7.2","","",""
"413","2022.06.06","9401888","11","8334938","88.7","11","8252006","87.8","69","6004516","63.9","59","674944","7.2","","",""
"412","2022.06.05","9401888","2","8334931","88.7","1","8251998","87.8","16","6004451","63.9","19","674885","7.2","","",""
"411","2022.06.04","9401888","95","8334950","88.7","395","8252019","87.8","458","6004443","63.9","1813","674867","7.2","","",""
"410","2022.06.03","9401888","201","8334976","88.6","980","8251703","87.8","1369","6004048","63.9","7099","673002","7.2","","",""
"409","2022.06.02","9401888","86","8334711","88.6","225","8250652","87.8","1112","6002601","63.8","2910","665892","7.1","","",""
"408","2022.06.01","9401888","17","8334526","88.6","62","8250338","87.8","188","6001417","63.8","437","662961","7.1","","",""
"407","2022.05.31","9401888","127","8334592","88.6","230","8250366","87.8","882","6001262","63.8","4692","662522","7.0","","",""
"406","2022.05.30","9401888","107","8334531","88.6","250","8250198","87.8","1211","6000405","63.8","4841","657787","7.0","","",""
"405","2022.05.29","9401888","2","8334316","88.6","7","8249840","87.7","22","5999088","63.8","55","652862","6.9","","",""
"404","2022.05.28","9401888","112","8334349","88.6","502","8249867","87.7","562","5999093","63.8","2963","652797","6.9","","",""
"403","2022.05.27","9401888","233","8334314","88.6","1039","8249405","87.7","1458","5998521","63.8","11765","649769","6.9","","",""
"402","2022.05.26","9401888","107","8334050","88.6","285","8248339","87.7","957","5997006","63.8","5525","637933","6.8","","",""
"401","2022.05.25","9401888","95","8333936","88.6","159","8248045","87.7","847","5996023","63.8","5976","632281","6.7","","",""
"400","2022.05.24","9401888","93","8333819","88.6","113","8247865","87.7","841","5995131","63.8","7084","626185","6.7","","",""
"399","2022.05.23","9401888","110","8333722","88.6","145","8247753","87.7","1196","5994227","63.8","6641","619058","6.6","","",""
"398","2022.05.22","9401888","2","8333483","88.6","2","8247474","87.7","15","5992946","63.7","44","612363","6.5","","",""
"397","2022.05.21","9401888","118","8333511","88.6","126","8247502","87.7","645","5992941","63.7","3749","612318","6.5","","",""
"396","2022.05.20","9401888","210","8333313","88.6","355","8247133","87.7","1638","5990634","63.7","15581","592735","6.5","","",""
"395","2022.05.19","9401888","112","8333313","88.6","140","8247133","87.7","1072","5990634","63.7","7454","592735","6.3","","",""
"394","2022.05.18","9401888","106","8333211","88.6","127","8247005","87.7","995","5989537","63.7","7877","585182","6.2","","",""
"393","2022.05.17","9401888","91","8333134","88.6","105","8246916","87.7","984","5988476","63.7","9873","577222","6.1","","",""
"392","2022.05.16","9401888","127","8333032","88.6","154","8246798","87.7","1283","5987439","63.7","9400","567245","6.0","","",""
"391","2022.05.15","9401888","6","8332818","88.6","1","8246547","87.7","16","5986064","63.7","86","557798","5.9","","",""
"390","2022.05.14","9401888","170","8332868","88.6","150","8246606","87.7","702","5986097","63.7","6018","557702","5.9","","",""
"389","2022.05.13","9401888","236","8332780","88.6","311","8246536","87.7","1694","5985314","63.7","23392","550834","5.9","","",""
"388","2022.05.12","9401888","100","8332525","88.6","161","8246202","87.7","1312","5983607","63.6","13083","527311","5.6","","",""
"387","2022.05.11","9401888","105","8332472","88.6","159","8246079","87.7","1271","5982236","63.6","13643","514131","5.5","","",""
"386","2022.05.10","9401888","131","8332404","88.6","135","8245952","87.7","1239","5980938","63.6","17227","500337","5.3","","",""
"385","2022.05.09","9401888","145","8332294","88.6","174","8245835","87.7","1805","5979751","63.6","16048","482950","5.1","","",""
"384","2022.05.08","9401888","1","8332038","88.6","0","8245540","87.7","20","5977804","63.6","88","466848","5.0","","",""
"383","2022.05.07","9401888","116","8332055","88.6","137","8245562","87.7","814","5977788","63.6","8479","466725","5.0","","",""
"382","2022.05.06","9401888","350","8332068","88.6","471","8245547","87.7","2883","5977009","63.6","38154","458021","4.9","","",""
"381","2022.05.05","9401888","9","8331631","88.6","8","8244991","87.7","101","5973960","63.5","523","419713","4.5","","",""
"380","2022.05.04","9401888","161","8331737","88.6","170","8245101","87.7","1550","5973891","63.5","21656","419007","4.5","","",""
"379","2022.05.03","9401888","126","8331636","88.6","169","8244988","87.7","1686","5972363","63.5","25756","397248","4.2","","",""
"378","2022.05.02","9401888","183","8331595","88.6","181","8244906","87.7","1977","5970770","63.5","26727","371260","3.9","","",""
"377","2022.05.01","9401888","2","8331231","88.6","0","8244535","87.7","20","5968640","63.5","200","344439","3.7","","",""
"376","2022.04.30","9401888","238","8331269","88.6","214","8244567","87.7","1085","5968636","63.5","14940","344216","3.7","","",""
"375","2022.04.29","9401888","480","8331247","88.6","554","8244585","87.7","3081","5967685","63.5","62443","328997","3.5","","",""
"374","2022.04.28","9401888","159","8330802","88.6","269","8244064","87.7","1840","5964584","63.4","32157","266484","2.8","","",""
"373","2022.04.27","9401888","157","8330624","88.6","188","8243775","87.7","1419","5962660","63.4","33440","233955","2.5","","",""
"372","2022.04.26","9401888","173","8330488","88.6","182","8243603","87.7","1346","5961216","63.4","35756","200262","2.1","","",""
"371","2022.04.25","9401888","176","8330302","88.6","227","8243405","87.7","1804","5959796","63.4","36464","164120","1.7","","",""
"370","2022.04.24","9401888","3","8330042","88.6","2","8243081","87.7","28","5957880","63.4","118","127583","1.4","","",""
"369","2022.04.23","9401888","238","8330038","88.6","226","8243076","87.7","1011","5957849","63.4","6014","127461","1.4","","",""
"368","2022.04.22","9401888","593","8329882","88.6","651","8242947","87.7","3092","5956856","63.4","21899","121233","1.3","","",""
"367","2022.04.21","9401888","182","8329265","88.6","248","8242260","87.7","1969","5953671","63.3","9984","99242","1.1","","",""
"366","2022.04.20","9401888","145","8329133","88.6","170","8242054","87.7","1493","5951748","63.3","9169","89153","0.9","","",""
"365","2022.04.19","9401888","112","8328950","88.6","153","8241849","87.7","1161","5950191","63.3","9013","79927","0.9","","",""
"364","2022.04.18","9401888","135","8328836","88.6","208","8241677","87.7","1726","5948932","63.3","8902","70771","0.8","","",""
"363","2022.04.17","9401888","13","8328542","88.6","2","8241304","87.7","22","5947048","63.3","45","61818","0.7","","",""
"362","2022.04.16","9401888","323","8328527","88.6","211","8241299","87.7","1367","5947011","63.3","3017","61766","0.7","","",""
"361","2022.04.15","9401888","890","8328244","88.6","551","8241161","87.7","4441","5945600","63.2","11703","58588","0.6","","",""
"360","2022.04.14","9401888","202","8327332","88.6","246","8240577","87.6","2824","5941025","63.2","5800","46757","0.5","","",""
"359","2022.04.13","9401888","215","8327086","88.6","246","8240282","87.6","1985","5938166","63.2","594","40919","0.4","","",""
"358","2022.04.12","9401888","205","8326839","88.6","233","8239992","87.6","1683","5936113","63.1","463","40252","0.4","","",""
"357","2022.04.11","9401888","205","8326661","88.6","305","8239777","87.6","2495","5934373","63.1","415","39776","0.4","","",""
"356","2022.04.10","9401888","7","8326293","88.6","4","8239309","87.6","25","5931686","63.1","3","39306","0.4","","",""
"355","2022.04.09","9401888","591","8326302","88.6","228","8239316","87.6","1942","5931671","63.1","234","39303","0.4","","",""
"354","2022.04.08","9401888","1251","8325785","88.6","722","8239177","87.6","5435","5929669","63.1","1085","39012","0.4","","",""
"353","2022.04.07","9401888","337","8324499","88.5","341","8238419","87.6","3614","5924087","63.0","703","37878","0.4","","",""
"352","2022.04.06","9401888","320","8324108","88.5","259","8238015","87.6","2670","5920198","63.0","520","37100","0.4","","",""
"351","2022.04.05","9401888","332","8323745","88.5","275","8237703","87.6","2233","5917434","62.9","563","36496","0.4","","",""
"350","2022.04.04","9401888","457","8323397","88.5","504","8237412","87.6","3869","5915191","62.9","548","35891","0.4","","",""
"349","2022.04.03","9401888","11","8322696","88.5","7","8236668","87.6","66","5911055","62.9","8","35305","0.4","","",""
"348","2022.04.02","9401888","966","8322699","88.5","394","8236677","87.6","3175","5910991","62.9","281","35289","0.4","","",""
"347","2022.04.01","9401888","1615","8321849","88.5","945","8236414","87.6","6870","5907750","62.8","1027","34952","0.4","","",""
"346","2022.03.31","9401888","685","8320098","88.5","597","8235332","87.6","5323","5900668","62.8","849","33828","0.4","","",""
"345","2022.03.30","9401888","188","8318960","88.5","220","8234280","87.6","3966","5895152","62.7","881","32915","0.4","","",""
"344","2022.03.29","9401888","243","8318728","88.5","581","8234002","87.6","3581","5891093","62.7","867","31991","0.3","","",""
"343","2022.03.28","9401888","290","8318484","88.5","849","8233412","87.6","6606","5887380","62.6","734","31037","0.3","","",""
"342","2022.03.27","9401888","4","8317913","88.5","1","8232275","87.6","84","5880451","62.5","5","30218","0.3","","",""
"341","2022.03.26","9401888","242","8317917","88.5","184","8232282","87.6","5366","5880375","62.5","307","30216","0.3","","",""
"340","2022.03.25","9401888","563","8317759","88.5","453","8232164","87.6","11536","5874719","62.5","1539","29829","0.3","","",""
"339","2022.03.24","9401888","297","8317068","88.5","316","8231572","87.6","7240","5862830","62.4","892","28054","0.3","","",""
"338","2022.03.23","9401888","278","8316674","88.5","202","8231149","87.5","5127","5855356","62.3","1031","27064","0.3","","",""
"337","2022.03.22","9401888","302","8316319","88.5","208","8230867","87.5","5003","5850029","62.2","975","25760","0.3","","",""
"336","2022.03.21","9401888","415","8315994","88.5","362","8230612","87.5","8570","5844830","62.2","1037","24671","0.3","","",""
"335","2022.03.20","9401888","5","8315191","88.4","4","8229855","87.5","108","5835830","62.1","3","23400","0.2","","",""
"334","2022.03.19","9401888","356","8315182","88.4","324","8229848","87.5","5192","5835718","62.1","343","23396","0.2","","",""
"333","2022.03.18","9401888","807","8314802","88.4","917","8229479","87.5","13602","5830011","62.0","2004","22944","0.2","","",""
"332","2022.03.17","9401888","459","8313864","88.4","519","8228431","87.5","8497","5816025","61.9","1186","20739","0.2","","",""
"331","2022.03.16","9401888","372","8313346","88.4","330","8227846","87.5","5556","5807312","61.8","1506","19227","0.2","","",""
"330","2022.03.15","9401888","383","8313033","88.4","562","8227560","87.5","5754","5801689","61.7","1367","17539","0.2","","",""
"329","2022.03.14","9401888","637","8312602","88.4","831","8226915","87.5","8779","5795463","61.6","","","","","",""
"328","2022.03.13","9401888","17","8311681","88.4","4","8225811","87.5","113","5786401","61.5","","","","","",""
"327","2022.03.12","9401888","660","8311680","88.4","758","8225806","87.5","6231","5786263","61.5","","","","","",""
"326","2022.03.11","9401888","1410","8311183","88.4","2126","8225143","87.5","14801","5779624","61.5","","","","","",""
"325","2022.03.10","9401888","902","8309642","88.4","1074","8222838","87.5","11344","5764351","61.3","","","","","",""
"324","2022.03.09","9401888","216","8308610","88.4","233","8221622","87.4","1709","5752834","61.2","","","","","",""
"323","2022.03.08","9401888","953","8308532","88.4","792","8221482","87.4","7167","5751012","61.2","","","","","",""
"322","2022.03.07","9401888","1314","8307458","88.4","1038","8220552","87.4","12388","5743430","61.1","","","","","",""
"321","2022.03.06","9401888","8","8305935","88.3","31","8219297","87.4","308","5730846","61.0","","","","","",""
"320","2022.03.05","9401888","345","8305965","88.3","802","8219305","87.4","9067","5730542","61.0","","","","","",""
"319","2022.03.04","9401888","508","8305659","88.3","1057","8218519","87.4","18116","5720977","60.8","","","","","",""
"318","2022.03.03","9401888","316","8305075","88.3","621","8217373","87.4","12679","5702479","60.7","","","","","",""
"317","2022.03.02","9401888","377","8304717","88.3","758","8216720","87.4","11710","5689522","60.5","","","","","",""
"316","2022.03.01","9401888","36","8304050","88.3","45","8215669","87.4","871","5677586","60.4","","","","","",""
"315","2022.02.28","9401888","883","8304160","88.3","1341","8215764","87.4","27167","5676167","60.4","","","","","",""
"314","2022.02.27","9401888","38","8302038","88.3","76","8213179","87.4","1132","5648066","60.1","","","","","",""
"313","2022.02.26","9401888","788","8301125","88.3","1315","8211655","87.4","20363","5625369","60.1","","","","","",""
"312","2022.02.25","9401888","1390","8301125","88.3","2021","8211655","87.3","38588","5625369","59.8","","","","","",""
"311","2022.02.24","9401888","1088","8298829","88.3","1458","8208694","87.3","27103","5585486","59.4","","","","","",""
"310","2022.02.23","9401888","929","8296984","88.2","570","8206487","87.3","18726","5557354","59.1","","","","","",""
"309","2022.02.22","9401888","1035","8295316","88.2","628","8205164","87.3","19615","5537716","58.9","","","","","",""
"308","2022.02.21","9401888","1361","8293370","88.2","860","8203591","87.3","27871","5516838","58.7","","","","","",""
"307","2022.02.20","9401888","50","8290271","88.2","100","8201009","87.2","1141","5487454","58.4","","","","","",""
"306","2022.02.19","9401888","947","8290235","88.2","1491","8200926","87.2","21487","5486288","58.4","","","","","",""
"305","2022.02.18","9401888","1866","8289344","88.2","2165","8199492","87.2","40035","5463813","58.1","","","","","",""
"304","2022.02.17","9401888","1556","8286542","88.1","1495","8196392","87.2","30743","5422466","57.7","","","","","",""
"303","2022.02.16","9401888","1505","8284326","88.1","1456","8194196","87.2","21531","5390726","57.3","","","","","",""
"302","2022.02.15","9401888","1671","8282313","88.1","1555","8192213","87.1","23009","5368483","57.1","","","","","",""
"301","2022.02.14","9401888","1882","8280188","88.1","1977","8190187","87.1","32816","5344675","56.8","","","","","",""
"300","2022.02.13","9401888","47","8276991","88.0","83","8186884","87.1","1334","5309465","56.5","","","","","",""
"299","2022.02.12","9401888","865","8276966","88.0","1772","8186815","87.1","26787","5308110","56.5","","","","","",""
"298","2022.02.11","9401888","1189","8276266","88.0","2819","8185167","87.1","49613","5280142","56.2","","","","","",""
"297","2022.02.10","9401888","883","8274476","88.0","1879","8181700","87.0","36839","5229417","55.6","","","","","",""
"296","2022.02.09","9401888","845","8273308","88.0","1839","8179500","87.0","25347","5192005","55.2","","","","","",""
"295","2022.02.08","9401888","906","8272128","88.0","2198","8177290","87.0","27829","5165994","54.9","","","","","",""
"294","2022.02.07","9401888","1276","8270822","88.0","3241","8174675","86.9","43285","5137756","54.6","","","","","",""
"293","2022.02.06","9401888","77","8268394","87.9","142","8170256","86.9","2250","5093656","54.2","","","","","",""
"292","2022.02.05","9401888","1173","8268364","87.9","2736","8170148","86.9","34111","5091419","54.2","","","","","",""
"291","2022.02.04","9401888","1866","8267281","87.9","5306","8167419","86.9","59849","5055856","53.8","","","","","",""
"290","2022.02.03","9401888","1749","8264286","87.9","7135","8160859","86.8","58392","4994356","53.1","","","","","",""
"289","2022.02.02","9401888","87","8261034","87.9","141","8152209","86.7","2610","4934581","52.5","","","","","",""
"288","2022.02.01","9401888","29","8260929","87.9","40","8152051","86.7","790","4931878","52.5","","","","","",""
"287","2022.01.31","9401888","121","8260854","87.9","185","8151966","86.7","4514","4931033","52.4","","","","","",""
"286","2022.01.30","9401888","123","8260674","87.9","213","8151708","86.7","4483","4926122","52.4","","","","","",""
"285","2022.01.29","9401888","1379","8260439","87.9","3720","8151371","86.7","58784","4921495","52.3","","","","","",""
"284","2022.01.28","9401888","1985","8259078","87.8","5414","8147564","86.7","87893","4860585","51.7","","","","","",""
"283","2022.01.27","9401888","1401","8256582","87.8","3632","8141573","86.6","59051","4771448","50.7","","","","","",""
"282","2022.01.26","9401888","1325","8254731","87.8","3566","8137405","86.6","45468","4711323","50.1","","","","","",""
"281","2022.01.25","9401888","1252","8253058","87.8","4409","8133400","86.5","42318","4665071","49.6","","","","","",""
"280","2022.01.24","9401888","1669","8251502","87.8","6128","8128558","86.5","52910","4622026","49.2","","","","","",""
"279","2022.01.23","9401888","86","8248713","87.7","313","8121284","86.4","2235","4568382","48.6","","","","","",""
"278","2022.01.22","9401888","1409","8248700","87.7","2799","8121039","86.4","45036","4566203","48.6","","","","","",""
"277","2022.01.21","9401888","2176","8247509","87.7","8320","8118261","86.3","79774","4519749","48.1","","","","","",""
"276","2022.01.20","9401888","1480","8244897","87.7","5848","8109394","86.3","51967","4438807","47.2","","","","","",""
"275","2022.01.19","9401888","1432","8243145","87.7","5744","8103195","86.2","36387","4385975","46.6","","","","","",""
"274","2022.01.18","9401888","1735","8241434","87.7","6488","8097109","86.1","44680","4349399","46.3","","","","","",""
"273","2022.01.17","9401888","2280","8239400","87.6","10094","8090244","86.0","70311","4304485","45.8","","","","","",""
"272","2022.01.16","9401888","118","8235941","87.6","577","8078945","85.9","3289","4233567","45.0","","","","","",""
"271","2022.01.15","9401888","1904","8235942","87.6","4587","8078465","85.9","53011","4230343","45.0","","","","","",""
"270","2022.01.14","9401888","3228","8234238","87.6","12951","8073652","85.9","93360","4175126","44.4","","","","","",""
"269","2022.01.13","9401888","2379","8230606","87.5","10320","8060382","85.7","60252","4080181","43.4","","","","","",""
"268","2022.01.12","9401888","2352","8227788","87.5","10888","8049504","85.6","46088","4019205","42.7","","","","","",""
"267","2022.01.11","9401888","2853","8225014","87.5","10733","8038001","85.5","55477","3972202","42.2","","","","","",""
"266","2022.01.10","9401888","3721","8221683","87.4","16667","8026621","85.4","77267","3915982","41.7","","","","","",""
"265","2022.01.09","9401888","144","8216392","87.4","788","8008287","85.2","2926","3837808","40.8","","","","","",""
"264","2022.01.08","9401888","2552","8216475","87.4","12017","8007678","85.2","64827","3835015","40.8","","","","","",""
"263","2022.01.07","9505868","642","8203031","86.3","685","7941012","83.5","5694","3385648","35.6","","","","","",""
"262","2022.01.06","9401888","2833","8209818","87.3","11544","7978639","84.9","64629","3664712","39.0","","","","","",""
"261","2022.01.05","9401888","2907","8206489","87.3","10284","7966424","84.7","54988","3598300","38.3","","","","","",""
"260","2022.01.04","9401888","3998","8202972","87.2","8510","7955403","84.6","60977","3540896","37.7","","","","","",""
"259","2022.01.03","9401888","6135","8198110","87.2","12197","7945831","84.5","87140","3477076","37.0","","","","","",""
"258","2022.01.02","9505868","321","8203299","86.3","367","7941336","83.5","3363","3389052","35.7","","","","","",""
